,Title,Author,Category,Subcategory,Sub-Subcategory,Sub-Sub-Subcategory,Pages,Cover Type,Production_Year,ISBN,Translator,Format,Availability,Price,Description
1082,Божа таємниця,Браян Кавано,,,,,80,м'яка,2014,,з англ. О. Пущак,120х165,Немає в наявності,1.00грн.,"Нові історії для душі від Браяна Кавано. На шляху пізнання Бога люди долають височезні гірські вершини, пірнають у глибини наук, вигадують безліч різноманітних практик. Та іноді велику Божу таємницю може відкрити проста буденна річ, наприклад, гарбузове зернятко чи невеличкий камінець. Побачити ""велике"" у ""малому"" отець Браян Кавано запрошує усіх читачів."
1083,Божественна Літургія,о. Мелетій М. Соловій,,,,,424,тверда,1999,966-561-168-2,,145x215,Немає в наявності,1.00грн.,"Історія-розвиток-пояснення. Автор застосовує два важливих принципи літургійного пояснення – кожна частина ставиться в історичну перспективу, а також виводиться зміст коментаря із самого тексту молитов. Це привчає читача до уважного перегляду тексту."
1084,Божественна літургія Івана Золотоустого з нотами,о. Богдан Пушкар,Богослужбові книги,"Ноти, пісенники, колядники",,,96,тверда,2009,978-966-395-278-9,,210х295,Немає в наявності,1.00грн.,"Божественна літургія Івана Золотоустого з нотами. Самоїлковий розспів на чотири голоси. Це нотне видання, доповнене частинами з участю Архиєрея, є своєрідним запрошенням всіх вірних брати активну участь у богослужінні і цінувати традицію, яку витворили і передали нам пепередні покоління для прослави Всевишнього."
1085,Будь моїми очима,Тетяна Новацька-Тітаренко,,,,,80,м'яка,2015,978-966-395-907-8,,125х200,Немає в наявності,1.00грн.,"У книзі зібрані невигадані історії з життя: колись почуті, побачені, а деякі й пережиті на власному досвіді. Історії без домислів, вигадок і прикрас... Історії без художніх увертюр та заплутаних сюжетних ліній... Історії не для відпочинку, але для потрібних роздумів-розмислів... Історії людей, котрі живуть разом з нами... Історії, у яких чимало страждань, випробувань, людських розчарувань, але в яких завжди перемагає добро та любов!

Життя як воно є  - такий лейтмотив цієї книги!"
1086,Будьте святими! (Реколекційні науки),Владика Венедикт (Алексійчук),,,,,120,м'яка,2013,978-966-395-557-5,,145x200,В наявності,1.00грн.,"Яким би не було наше життя, що би не відбувалося у нашому минулому, зараз Господь гарантує нам, що ми можемо бути святими. “Тож скажіть собі тут і тепер, чи ми хочемо цього?”, – закликає у своїй книжці владика Венедикт, сподіваючись, що пропоновані реколекційні роздуми допоможуть у прагненні до святості.
 

Для тих, хто провадить реколекції та бере участь у них, а також – для усіх, хто прагне духовного вдосконалення."
1087,Бути мудрою мамою,Аліна Вєя,Сім'я та виховання,Виховання дітей,,,200,м'яка,2016,978-966-395-940-5,з польської Тарас Різун,130х200,Немає в наявності,1.00грн.,"Книжка присвячена мамам, які тільки-но розпочинають шлях свого материнства, а також усім мамам, які вже виховали своїх дітей і спостерігають за їхнім дорослим життям. Книжка заохотить кожну матір бути мудрою та постійно чинити своїм дітям добро: вчити, втішати, лікувати й надихати їх, наполегливо прищеплювати їм моральні цінності та щодня докладати зусиль до їхнього виховання. Та понад усе треба завжди беззастережно любити їх, і коли вони ще малі, і коли вже стали дорослими. Бо тоді, на переконання авторки, коли ми виявляємо до дітей свою любов, сам Бог об’являє їм своє любляче серце."
1088,Великодній кошик. Обряди і страви Великодніх Свят,"Ольга Вербенець, Віра Манько",,,,,248,тверда,2013,978-966-395-355-7,,150х205,Немає в наявності,1.00грн.,"Відомі авторки популярної книжки “Обряди і страви Святого вечора”, Ольга Вербенець і Віра Манько, пропонують свою нову книжку – “Великодній кошик”.
 Завдяки їй господині зможуть якнайліпше приготуватися до свята Великодня, опанувати секрети приготування великодніх страв, більше дізнатися про народні звичаї та обряди.
  Книжка стане у пригоді не лише молодим жінкам, досвідчені господині теж знайдуть в ній чимало цікавих “родзинок” та невідомих варіантів знаних їм рецептів."
1089,Виховання мирян до суспільно-політичного життя,,,,,,100,м'яка,2014,978-966-395-802-6,,145х195,Немає в наявності,1.00грн.,"Виховання мирян до суспільно-політичного життя - це те, що сьогодні на часі. Бо сьогодні, як ніколи, не лише особистісні, а й суспільні сфери потребують християнізації. Як це здійснити? Як християнізувати економіку, політику, підприємницьку діяльність тощо? Відповідь на всі ці питання дає цей документ УГКЦ з надією на його якомога швидке, активне й ефективне впровадження.
Для священиків та всіх небайдужих мирян."
1090,Виховні дороговкази в людській любові,,,,,,40,м'яка,2006,966-395-005-6,з англ. Петро Гусак,145х200,Немає в наявності,1.00грн.,"Виховні дороговкази в людській любові. Напрямні для статевого виховання. Гармонійний розвиток людської особи поступово відкриває в кожному з нас образ дитини Божої. ""Правдиве виховання має на меті формацію людської особи з огляду на її остаточну ціль""..."
1091,Вишивка стяжками,Ярослава Бучкович,,,,,40,м'яка,2014,978-966-395-804-0,,205х260,Немає в наявності,1.00грн.,"У книзі подано опис техніки вишивання атласними та шовковими стяжками, а також є зразки робіт та схеми, за якими можна вишити чудові картини з квітами. Видання стане в пригоді усім тим, хто прагне урізноманітнити своє дозвілля і тим, хто цікавиться новими способами художнього оздоблення предметів одягу та інтер'єру."
1092,Відвага бути недосконалим. Повернення надії,Томіслав Іванчіч,,,,,160,м'яка,2015,,Тарас Різун,130х200,Немає в наявності,1.00грн.,"Книжка, яка складається з коротких але змістовних роздумів, ціллю яких є повернути сучасній людині втрачене почуття НАДІЇ .  Чому надія так важлива для автора? Тому що вона, на його думку, з’являється останньою. Останньою, коли всі людські можливості уже вичерпано, коли, з людського погляду, вже немає жодного виходу. Тоді приходить ДОПОМОГА від БОГА, і тоді НАДІЯ стає ВІРОЮ, яка наповнює життя людини сенсом.

Кожен новий день може стати основою твого майбутнього. Усе погане, що ти вчинив в минулому, сьогодні можеш виправити. 
Сьогодні ти можеш почати вивчати мову, яку давно хотів би знати, можеш узятися за навчання, щоби врешті скласти іспит, завершити давно розпочату роботу. 
Можеш зателефонувати до давнього приятеля, можеш відвідати хворого, в'язня чи вигнанця.  Сьогодні можеш почати молитися,  приступити до сповіді й позбутися тягаря докорів сумління. 
Можеш почати постити, від чогось відмовитися, щось пожертвувати, щось подарувати. 
Не проґав ще однієї нагоди визнати свою недосконалість і зробити вибір майбутнього шляху. Будь відважним — вибір мусиш зробити сам!"
1093,"Віра, яка перемагає",Раньєро Канталамесса,,,,,72,м'яка,2010,978-966-395-440-0,з італ. Павло Смук,125х200,Немає в наявності,1.00грн.,"У своїх роздумах автор, керуючись наукою апостолів Павла та Івана і досвідом апостольської Церкви, розмірковує над станом, в якому перебуває віра в Христа в наш час, та над викликами, які стоять перед нею,
  Р. Канталамесса зібрав тут деякі думки, які розкидані в інших його книгах, і спробував таким чином зробити короткий загальний огляд проблематики віри та звіщення Христа в сьогоденні"
1094,Вітання з нагоди урочистого святого причастя,,Перша Сповідь та Урочисте Святе Причастя,,,,,м'яка,2014,,,,В наявності,10.00грн.,"Цей товар
можна замовити лише через ""Швидке замовлення""."
1095,Вступ до патристичного богослов’я,Луїджі Падовезе,,,,,184,м'яка,2001,966-561-242-5,Галина Теодорович,145x200,Немає в наявності,1.00грн.,"Це видання впроваджує в богослов’я Отців Церкви, яке знаменує початок християнського думання про Бога та про людину і світ у контексті Бога. Праця адресована викладачам та студентам богословських дисциплін, а також усім, хто цікавиться історією та розвитком первісної Церкви."
1096,Вступ у когнітивно-поведінкову терапію,"Дейвід Вестбрук, Гелен Кеннерлі, Джоан Кірк",,,,,420,м'яка,2014,,Яна Кремінська,185х230,Немає в наявності,1.00грн.,"""Вступ у когнітивно-поведінкову терапію"" - це підручник із КПТ, провідного, сучасного методу психотерапевтичної допомоги, який написали фахівці з Оксфордівського центру когнітивної терапії. Доступність і водночас науковість викладу, аналіз сучасних досліджень, велика кількість клінічних демонстрацій, ілюстративних матеріалів, навчальні вправи роблять цей підручник безсумнівним лідером серед підручників з КПТ.
Для фахівців сфери охорони психічного здоров'я: психіатрів, психотерапевтів, психологів, соціальних працівників, медичних сестер, також студентів цих сфер."
1097,Гіперактивний розлад з дефіцитом уваги у дітей,Олег Романчук,,,,,300,м'яка,2015,978-966-395-872-9,,145х200,Немає в наявності,1.00грн.,"Книга присвячена одному з найпоширеніших поведінкових розладів дитинства - гіперактивному розладу з дефіцитом уваги. В ній синтезовано сучасні наукові знання та практичний досвід допомоги дітям із цим розладом. Велику увагу присвячено аналізові сучасних знань щодо природи розладу, його етіології, патогенезу та клінічної картини."
1098,"Господь наш спаситель. Катехизм для учня, 4 кл.",,,,,,64,м'яка,1993,,,170x240,Немає в наявності,1.00грн.,Господь наш Спаситель (4 кл. Учня)
1099,"Господь наш учитель. Посібник для вчителя, 5 кл.",,,,,,104,м'яка,1995,,,170x240,Немає в наявності,1.00грн.,"Посібник для вчителя, 5 кл."
1100,Дай мені пити,Юзеф Августин,,,,,224,м'яка,2013,,з польської Олег Кривобочок ТІ,145х200,Немає в наявності,1.00грн.,"У другому тижні Духовних вправ св. Ігнатій вводить нас у  новий спосіб молитви: євангельське споглядання (медитацію).
Якщо хочемо ще більше полюбити нашого Господа, краще пізнавати і наслідувати Його - маємо навчитися мистецтву євангельського споглядання. Бог не говорить людині прямо про таїну своєї любови. Він промовляє до неї через зцілення, працю, відпочинок і молитву.
Споглядаючи, ми пізнаємо красу і велич Господнього Сина, який став людиною з любови до людини; споглядаючи, вчимося відповідати любов’ю на любов.Друга книга циклу ігнатіанських реколекцій ""Дай мені пити"" допоможе читачам осягнути мистецтво споглядання."
1101,Два дерева Едемського саду,Юрій Кирик,Художня література,Проза,,,148,м'яка,2005,966-8744-13-6,,145х200,Немає в наявності,1.00грн.,"Як знайти мир у душі, єднання з Богом? На прикладі життєвих історій людей, яким Бог справді дає шанс зрозуміти себе, покаятися, очиститися і не грішити, автор прагне показати калейдоскоп людського життя, у центрі якого завжди знаходиться Бог. Йому звіряємо думки, у нього питаємо поради, Його визнаємо як справедливого суддю. Але вибір між добром і злом, святим і грішним робить кожен сам."
1102,Два серця в одному домі. Шлюб: проєкт на все життя.,Чезаре Перрі,Сім'я та виховання,"Подружжя, сім'я та стосунки",,,96,м'яка,2015,,з італ. Костянтин Зінченко,130х200,Немає в наявності,1.00грн.,"Це рядки про зустріч двох життів, емоційність та сексуальність, народження дітей, їхнє зростання та виховання, про роботу, фінансове становище родини, побутові речі, повсякденність та вільний час. А ще про моменти скрути й непорозумінь, які неодмінно настають чи не в кожній сім’ї, коли подружжя потребує помочі. Відтак автор ділиться не лише особистим досвідом чоловіка та батька, а й професійного психіятра та духовного наставника, поєднавши фахові знання із християнським ученням.
Видання буде корисним як для пар, котрі лише мають намір поєднати свої долі, так і для подружжів, які вже здобули чималий досвід спільного сімейного життя.
Чезаре Перрі, психіятр і родинний психотерапевт, усе своє життя присвятив пошукам і праці зі супроводу та підтримки молодят і подружніх пар. Розуміння динаміки родинного життя – його хліб насущний."
1103,Де ж поділися котики?,Леся Медик-Яремчук,,,,,16,м'яка,2008,978-966-395-169-0,,200х285,Немає в наявності,1.00грн.,Для малят до великодніх свят.
1104,Дев'ять місяців з Богом. В очікуванні дитини,Елін Ландон,Сім'я та виховання,"Подружжя, сім'я та стосунки",,,128,тверда,2016,978-966-395-928-3,Тарас Різун,110х170,Немає в наявності,1.00грн.,"У нас вистарчає літератури про приготування до вагітності, про фізіологічні та психологічні зміни вагітної жінки, але про духовний вимір майже ніхто не пише. Саме на духовний аспект вагітності й звертає увагу авторка. Тексти книги супроводжують жінку від бажання та зачаття дитини до її народження. Структурно всі вони складаються найперше із біблійного уривка та коментарів щодо нього в контексті певного періоду вагітності. Також авторка пропонує кілька додаткових біблійних місць для глибшого роздумування, а на кінець – невелику молитву. Звісно, книга насамперед призначена вагітним жінкам. Але цим не варто обмежуватися. Майбутній батько також може її читати, спільно зі своєю дружиною роздумувати про дар народження дитини. (з рецензії Христини Содомори в журналі ""Кана"")"
1105,Дерево прощення,Бруно Ферреро,Художня література,Притчі та оповідання,,,64,м'яка,2014,978-966-395-705-0,Тарас Різун,120х165,Немає в наявності,1.00грн.,"Ви знаєте, у чому полягає справжня відвага? Бруно Ферреро – неперевершений оповідач історій – стверджує: у тому, щоб звільнитися від тиску осіб, які вирішують за нас, і в тиші свого серця прислухатися до голосу Творця. Закликом до цього просякнутий кожен рядок цієї книжки."
1106,Джейн з Пагорба Ліхтарів,Лусі Мод Монтґомері,,,,,252,тверда,2015,978-966-395-854-5,з англ. Христина Кунець,130х200,Немає в наявності,1.00грн.,"Одинадцятирічна Джейн разом зі своєю мамою і суворою бабусею живуть у Торонто. Одного дня вона дізнається, що батько, якого вважала померлим, насправді живий і мешкає на Острові Святого Едварда. Переконана, що саме батько винен у розлученні з мамою, Джейн лишень під послухом відвідує його під час канікул. І власне тут, на острові, починають відбуватися незвичайні події. Ця книжка - сповнена тепла повість про те, що мрії здійснюються, і про те, що в кожному з нас прихована велика сила — потрібно тільки трішки віри і любові, щоби її розпізнати."
1107,"Дівчинка, що наступила на хліб",Г. Х. Андерсен,,,,,16,м'яка,2013,978-966-395-638-1,,205х290,Немає в наявності,1.00грн.,"ДІВЧИНКА, ЩО НАСТУПИЛА НА ХЛІБ
за однойменною казкою Ганса Християна Андерсена"
1108,Ділення. Катехизм для учня 5 кл.,,Катехизація і християнське виховання,Катехитичні зошити,,,128,м'яка,2014,966-561-272-7,,205х290,Немає в наявності,1.00грн.,"Господь об'являє себе нам, щоб ми пізнали Його глибше, віддалися Йому повніше і ділилися радістю Його любові з ближніми. В такий спосіб Бог показує нам свою любов і бажає, щоб ми були якнайближче до Нього.П'ята книга серії ""З нами Бог"" наголошує, що ділення свіїм часом, здібностями, всім своїм життям з іншими є основною ознакою християнина."
1109,Добре слово,Браян Кавано,Художня література,Притчі та оповідання,,,80,м'яка,2013,,з англ. Ірина Пилипчук,120х165,Немає в наявності,1.00грн.,"Скільки важить добре слово і як воно може змінити людське життя; як допомогти другові і навчитися чути те, що говорять діти? Про те та інше в новій книжці серії “Короткі історії для душі”."
1110,Дорога дикого серця. Карта чоловічої подорожі,Джон Елдредж,,,,,320,м'яка,2011,978-966-395-431-8,з англ. О. Фешовець,145x200,Немає в наявності,1.00грн.,"У своєму бестселері «Дике серце» Джон Елдредж запросив чоловіків у життя, сповнене пригоди, пристрасті, краси і небезпеки. У наступній книжці – «Дорога дикого серця» – Елдредж знову звертається до життєво важливого питання: що означає бути чоловіком і як стати чоловіком.
""Життєва подорож чоловіка сповнена загроз. Усі ми є Незавершеними Чоловіками, – вважає автор. – Нам потрібен вишкіл. Нам потрібна батьківська опіка. Нам потрібна «Дорога дикого серця».""
Ця книжка – наче карта. Вона вміщує етапи чоловічої подорожі від хлопчачих років до старости. Карта окреслює територію, проте як саме пройти тією чи іншою місцевістю – це вже залежить від вас. Карта – це путівник, а не формула. Вона пропонує свободу. Ті, хто вирушать у чоловічу подорож, багато здобудуть, керуючись цією картою."
1111,"Дороговкази, радіо та дощ",Надійка Гербіш,,,,,96,тверда,2015,978-966-395-879-8,,125х165,Немає в наявності,1.00грн.,"«Дороговкази, радіо і дощ» – есеї молодої письменниці, дружини й мами Надійки Гербіш про життя як мандрівку – до Бога, до ближнього, до себе самої. Метафора подорожі-автодороги розгортається у книжці в окреслених зовнішних координатах дорожних знаків, музики й дощу. Серед цього антуражу відбувається-снується внутрішнє життя героїні та її радіозв'язок з Богом, Тим, який «вчора, сьогодні і завжди той самий».  Та тут і тепер Він звучить у джазових віріаціях Біблії та на крутих віражах доріг, по яких у цьому «шаленому сьогодні» мчать в обидва боки «крилаті дущі авт». 	Але в «Дороговказах...» неохопний у своєму «навіки-вічному» часі Він відкривається як Бог саме нашого «сьогодні»: як співчасний з нами."
1112,Духовні поради отця Піо,,Духовність,"Духовний ріст, духовна праця",,,136,м'яка,2015,978-966-395-858-3,з польської Ольга Мандрика,100х150,Немає в наявності,1.00грн.,"Убогий сільський священик з П’єтрельчини і святий Католицької Церкви, містик XX ст. і Духовний Вчитель XXI ст. Його стигми викликали сумніви в церковних тодішніх колах, а його живий зв’язок з Христом і досі служить нам заохоченням до ревної молитви. Між нами і отцем Піо ціле століття, а ми й надалі шукаємо Божу Істину, знаходимо вихід з духовної кризи, черпаємо натхнення зносити різні терпіння саме у містичному житті о.Піо, в його духовній силі і щирій довірі до Господа. Варто вірити і просити, щоб отримати небо. А ці духовні поради покажуть нам напрям, куди рухатися і заохотять бути витривалими у дорозі з Христом."
1113,Етикет справжньої леді,Кендес Сімпсон-Джілс,,,,,120,тверда,2015,978-966-395-885-9,О. Мандрика,115х205,Немає в наявності,1.00грн.,"Ця книга є своєрідним інструктажем для леді. Як ставитися до сусідів? Якою виделкою їсти? Коли найдоречніше завершити розмову? Як організувати гостину? Як поводитися на роботі? Коли аплодувати у театрі? Яку сумочку обрати? Як одягтися у спортзал? Навіщо йти до лікаря? На ці та безліч інших запитань дівчина чи жінка, яка прагне бути леді, знайде відповіді саме тут."
1114,Євангельські блаженства,Раньєро Канталамесса,,,,,136,м'яка,2013,,"з італ. Тарас Курилець, Андрій Гах",130х200,Немає в наявності,1.00грн.,"У цій книжці роздумування над євангельськими блаженствами. Р. Канталамесса пропонує глибше замислитися над ними з позиції сучасної людини. Як каже сам автор, він прагне просвітити життя перспективою блаженств і пролити світло на блаженства, відштовхуючись від життєвого досвіду."
1115,Євхаристія: Таїнство Царства,Олександр Шмеман,,,,,272,м'яка,2015,978-966-395-111-9,з рос. Т. Різун,130x200,Немає в наявності,1.00грн.,"Ця книжка – низка роздумів про Євхаристію, що породжені понад тридцятирічним досвідом автора – священика, викладача богослов’я, душпастиря і вчителя. О. Шмеман роздумує про колишні й сучасні особливості здійснення Євхаристії, наголошує на важливості участи людини в церковному житті, порівнює людину сьогодення з людиною минулого, вказує на те, що не людина, а Бог має бути мірою всіх речей. Автор щиро вірить в євхаристійне відродження Церкви, внаслідок її повернення до того досвіду, яким вона жила від початку."
1116,Єзуїти т.1. Завойовники,Жан Лакутюр,"Наукові, науково-популярні видання",Історія,,,552,м'яка,2012,978-966-395-515-5,з франц. Ірина Дух,175х245,Немає в наявності,1.00грн.,"До вашої уваги — «історії єзуїтів», серія пригодницьких хронік, самостійно вибраних в залежності від зацікавлень, здібностей чи недоліків, вподобань та мрій автора…
Тим, що підштовхнуло журналіста посвятити стільки місяців ретроспективному погляду на це дивне товариство священиків, є той факт, що він не міг не побачити в них відкривачів світів, людей, різних цивілізацій, пожирачів культур, достатньо захоплених людиною в усій її суперечливості, щоб всюди стати «всім для всіх», завойовниками і завойованими, взятими в тенета нескінченного, якщо не недоцільного діалогу, надто довірливими до своєї могутності та своєї плодючості, щоб повірити в те, що якийсь кордон, якийсь обряд чи звичай здатні їх обмежити чи виключити."
1117,За порадою - до душпастиря,о.Роман Тереховський,,,,,136,м'яка,2009,,,130x200,Немає в наявності,1.00грн.,"Як правильно вчинити з іконами-фотографіями, які постаріли від часу? Яка історія виникнення Свідків Єгови? Чи справді в Східній Церкві були жінки-диякониси? Чи може предмет ""Релігієзнавство"" в інституті викладати атеїст? Чи можна приймати Святе Причастя після 3-тижневого терміну сповіді? Як Церква ставиться до кремації? Відповіді на ці та инші запитання читайте у другій книжці серії “100 запитань до священика”, започаткованій “Свічадо” на основі рубрики “Запитання до священика”, що існує на офіційній інтернет-сторінці УГКЦ."
1118,Зцілення зраненої любови,Юзеф Августин,,,,,168,м'яка,2006,966-395-046-3,,130х200,Немає в наявності,1.00грн.,"Ця книжка торкається складної і водночас дуже делікатної теми– гомосексуалізму. Посилаючись на найновішу літературу у цій сфері, цитати з документів Церкви, свідчення конкретних людей, автор прагне донести до читачів виважену й цілісну позицію Церкви щодо цієї проблеми. Володіючи знанням людської психології, досвідом терапевтичної практики, поєднавши їх зі своїми роздумами як духовного наставника, автор дає конкретні поради і вказує шляхи вирішення проблеми, що є особливою цінністю цієї книжки. Для душпастирів, лікарів й усіх тих, кого хвилює проблематика гомосексуальности."
1119,Зцілення почуття кривди. Ігнатіанські реколекції. Фундамент.,Юзеф Августин,Духовність,,,,248,м'яка,2013,978-966-395-648-0,з польської Олег Кривобочок ТІ,145х200,Немає в наявності,1.00грн.,"Буває так, що почуття кривди мучить нас роками. Воно ранить наше сумління, формує моральні оцінки, спотворює наші думки, слова і вчинки. Живучи з глибоким почуттям кривди, легко починаємо підозрювати людей і бачити в наших близьких швидше зло, аніж добро.
Реколекційна атмосфера молитви і тиші запрошує нас побороти почуття кривди і зібрати плоди, даровані нам Святим Духом, який є Духом правди, милосердя, прощення, співчуття і поєднання.
 Йозеф Авґустин — монах єзуїт, аніматор ігнатіянських реколекцій, автор багатьох книжок на різні теми духовного життя і християнської педогогіки.
 Жаль, гнів, злість, знеохочення, прагнення помсти, почуття кривди, висловлені перед Богом, стають молитвою, благанням, проханням. Вони нас чинять внутрішньо вільними.
(Йозеф Августин)"
1120,Зцілитися від корупції,Хорхе Маріо Бергольо (Франциск),,,,,40,м'яка,2015,978-966-395-875-0,,145х200,Немає в наявності,1.00грн.,Зцілитися від корупції. Хорхе Маріо Бергольо (Франциск)
1121,Зцілюючи рани,,,,,,452,м'яка,2014,,,170х240,Немає в наявності,1.00грн.,"Посібник призначений працівникам психологічної служби навчальних закладів, позашкільних установ, державних, громадських і релігійних організацій, які працюють з дітьми трудових мігрантів  та їхніми родинами, а також викладачам, студентам вищих навчальних закладів напрямів підготовки ""Соціальна педагогіка"", ""Соціальна робота"", ""Практична психологія""."
1122,Іванове стремління,"Іван Гречко, Магда Дзвін",,,,,544,тверда,2015,978-966-395-855-2,,170х240,Немає в наявності,1.00грн.,"Стремління - то стан, то багаття, тліюче, палаюче. Життя - то стремління,стан і процес. Людина - є свідченням свого стремління. Людина є маніфестом. І стремління одухотворює, формує і творить людину.Сьогодні п. Іван Гречко є для всіх нас прикладом невтомної наполегливої праці для поширення слави Божої і для добра Українського народу. Його життєвий досвід, плоди його праці та спогади про пережиті події мають навчити сучасників, як треба любити  Бога та Україну, і надихати до звершення великих справ у своєму житті."
1123,"Ігри, що запобігають агресії",Розмарі Портман,,,,,108,м'яка,2010,,Андрій Козіброда,145x215,Немає в наявності,1.00грн.,"Як розпізнати причини злості та агресії у дітей? Як опанувати й перемогти ці почуття? Як навчитися мирно вирішувати конфлікти? Як формувати власну гідність та сильну особистість?

       Понад 150 інтерактивних вправ та ігор, що увійшли до цього збірника, – це простий у застосуванні спосіб розпочати процес конструктивного переборювання злості та агресії. Завдяки їм діти й підлітки можуть навчитися приймати і проявляти свої емоції, опановувати свою агресію, активно налагоджувати приязні стосунки."
1124,"Ізціли мене, Господи. Молитовник у хворобах душевних і тілесних (оновлене)",,,,,,144,тверда,"2008, 2014 (оновлене)",978-966-561-182-9,,105x145,Немає в наявності,1.00грн.,"У земному житті кожен християнин зазнає випробувань, страждає від хвороб. Нашому Господеві вгодно, щоб ми утверджувалися у вірі, очищували свої душі та з’єднувалися з Ним у дочасному житті, а згодом і у вічності. Так, випробування, страждання від хвороб, яких зазнає кожен християнин у своєму житті, є дорогою, яка провадить людину до глибокої молитви і тіснішого зв’язку з її Творцем."
1125,Ікона та іконічність,Валерій Лєпахін,"Наукові, науково-популярні видання",Богослов'я. Філософія.,,,288,м'яка,2001,966-561-234-4,з рос. Т. Тимо,145x200,Немає в наявності,1.00грн.,"Іконічність, за словами В. Лєпахіна, явно або приховано завжди жила і живе у Церкві. Завдання ж Автора – “лише ще раз нагадати про неї”, тобто систематизувати та актуалізувати це питання. Святі Отці вживали слово “ікона” у ширшому значенні, ніж ми звикли сьогодні. Весь світ – творіння Боже – вони сприймали як Божу ікону. Можливості використання поняття “ікона” стосовно різноманітних проявів церковного життя винятково й безмежно широкі: все – ікона, все – іконічне."
1126,Іспит сумління для зрілих християн,,,,,,48,м'яка,2015,978-966-395-558-2,Оксани Мельник,100х140,Немає в наявності,1.00грн.,"Цей іспит сумління доволі незвичний і після поверхового перегляду може викликати здивування, розгублення чи й шок.
Запропонована схема іспиту сумління допомогає переосмислити і проаналізувати наше дотеперішнє життя на землі у світлі віри, а й стати програмою реалізації нового життя в любові до Бога, ближнього, Церкви і себе самого."
